,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker
,Name,Tracker Nico,Tracker Nico,Tracker Nico,Tracker Nico,Tracker Nico,Tracker Nico,Tracker Nico,"Tracker Nico:Marker1","Tracker Nico:Marker1","Tracker Nico:Marker1","Tracker Nico:Marker2","Tracker Nico:Marker2","Tracker Nico:Marker2","Tracker Nico:Marker3","Tracker Nico:Marker3","Tracker Nico:Marker3","Tracker Nico:Marker4","Tracker Nico:Marker4","Tracker Nico:Marker4","Tracker Nico:Marker5","Tracker Nico:Marker5","Tracker Nico:Marker5"
,ID,"8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
76,0.633333,-0.006937,-0.000816,0.005719,-0.999959,66.567047,911.020935,27.815546,79.858284,937.219299,27.617765,82.766815,903.752686,23.315403,69.758026,914.401855,49.471245,41.061745,919.597717,21.294527,59.390377,880.132813,17.378784
77,0.641667,-0.006394,-0.000443,0.005719,-0.999963,66.564186,911.036194,27.838535,79.855713,937.234253,27.622047,82.767250,903.763000,23.358303,69.739159,914.440674,49.492897,41.063763,919.606018,21.289303,59.395069,880.136719,17.430122
78,0.650000,-0.006377,0.000281,0.005395,-0.999965,66.588684,911.061646,27.859396,79.863777,937.268188,27.661070,82.802864,903.798584,23.402992,69.730049,914.469055,49.518188,41.092327,919.614929,21.272795,59.454411,880.157166,17.441921
79,0.658333,-0.006795,-0.000736,0.005620,-0.999961,66.571465,911.024658,27.821131,79.857574,937.225586,27.618048,82.773376,903.758301,23.325617,69.758339,914.412292,49.476379,41.065514,919.594604,21.293634,59.402531,880.132141,17.391972
80,0.666667,-0.006254,0.000120,0.005543,-0.999965,66.581505,911.045715,27.870989,79.864212,937.248352,27.661989,82.792107,903.776794,23.411091,69.730896,914.457520,49.527935,41.085518,919.604858,21.290581,59.434788,880.140869,17.463337
81,0.675000,-0.006783,-0.000061,0.005419,-0.999962,66.595871,911.040222,27.845533,79.871933,937.246460,27.659592,82.806709,903.780151,23.372185,69.752090,914.429871,49.504971,41.095398,919.599976,21.283247,59.453213,880.144592,17.407671
82,0.683333,-0.006616,-0.000005,0.005171,-0.999965,66.595718,911.038574,27.847965,79.858856,937.251282,27.654730,82.810654,903.784973,23.378897,69.747803,914.437012,49.506618,41.091770,919.583496,21.279909,59.469505,880.135864,17.419666
83,0.691667,-0.006566,-0.001663,0.005779,-0.999960,66.565277,911.026917,27.858677,79.858971,937.223694,27.619139,82.756592,903.753662,23.336329,69.793419,914.423279,49.506439,41.049854,919.601746,21.374737,59.367550,880.131897,17.456730
84,0.700000,-0.006298,0.000484,0.005750,-0.999964,66.551109,911.052002,27.860703,79.844917,937.249084,27.663534,82.761909,903.776733,23.411945,69.686234,914.460632,49.520218,41.063480,919.622314,21.262535,59.399033,880.151001,17.445274
85,0.708333,-0.006444,-0.001127,0.005867,-0.999961,66.532600,911.031006,27.840582,79.831337,937.225342,27.608730,82.727409,903.753662,23.337385,69.738190,914.432251,49.490944,41.025700,919.608887,21.327194,59.340355,880.134766,17.438656
86,0.716667,-0.005957,-0.001107,0.006128,-0.999963,66.546761,911.017151,27.844353,79.859138,937.204285,27.587372,82.737923,903.726990,23.348764,69.753456,914.437866,49.491486,41.044529,919.601929,21.321800,59.338768,880.114563,17.472338
87,0.725000,-0.006544,-0.000021,0.005797,-0.999962,66.551628,911.039917,27.841454,79.847534,937.235901,27.643932,82.757286,903.765381,23.372761,69.708847,914.437500,49.499493,41.058125,919.615723,21.273216,59.386333,880.144653,17.417864
88,0.733333,-0.005569,-0.001422,0.006233,-0.999964,66.564758,911.055420,27.836395,79.882370,937.239624,27.550694,82.751556,903.758484,23.336134,69.785942,914.492188,49.478832,41.060150,919.640442,21.323446,59.343792,880.146240,17.492865
89,0.741667,-0.006420,-0.000312,0.005692,-0.999963,66.553230,911.055908,27.858027,79.843422,937.254700,27.646357,82.757843,903.783813,23.381687,69.722328,914.459473,49.513393,41.054073,919.624756,21.302517,59.388477,880.156616,17.446167
90,0.750000,-0.006804,0.000258,0.004941,-0.999965,66.607956,911.058838,27.864882,79.859207,937.277588,27.688480,82.828590,903.814392,23.401726,69.746979,914.450623,49.526474,41.103600,919.594543,21.286453,59.501431,880.156799,17.421261
91,0.758333,-0.006637,0.000021,0.005681,-0.999962,66.544090,911.039124,27.836105,79.833946,937.238281,27.644600,82.751823,903.769165,23.367447,69.698669,914.433411,49.495049,41.049160,919.610291,21.267275,59.386860,880.144165,17.406147
92,0.766667,-0.006901,-0.002226,0.005573,-0.999958,66.610023,911.018433,27.761663,79.892464,937.221008,27.525007,82.799316,903.755005,23.216263,69.860977,914.401550,49.408100,41.083759,919.586914,21.312109,59.413605,880.127502,17.346832
93,0.775000,-0.006379,-0.001750,0.006256,-0.999959,66.561203,911.030945,27.854330,79.879784,937.214966,27.602560,82.744759,903.740601,23.331783,69.796494,914.432434,49.500233,41.052773,919.627625,21.371790,59.332184,880.138916,17.465279
94,0.783333,-0.007034,-0.002253,0.005686,-0.999957,66.601044,911.014771,27.757807,79.889412,937.214355,27.527397,82.788452,903.748901,23.209620,69.853920,914.391418,49.404968,41.076385,919.590759,21.311878,59.397076,880.128235,17.335161
95,0.791667,-0.006834,-0.000814,0.005689,-0.999960,66.563385,911.029053,27.821728,79.853058,937.228210,27.618633,82.763596,903.760864,23.323130,69.754082,914.414612,49.476746,41.057594,919.602966,21.298859,59.388580,880.138367,17.391256
96,0.800000,-0.006395,-0.001607,0.006105,-0.999960,66.568756,911.008545,27.846661,79.879578,937.196533,27.599518,82.755806,903.723145,23.328522,69.796829,914.410278,49.493595,41.059612,919.597717,21.357079,59.351967,880.114685,17.454576
97,0.808333,-0.006906,-0.001394,0.005618,-0.999959,66.599205,911.014282,27.836390,79.884712,937.215454,27.621801,82.795296,903.749146,23.317926,69.814507,914.397034,49.488201,41.084583,919.585327,21.344379,59.416946,880.124023,17.409634
98,0.816667,-0.005817,-0.000716,0.006207,-0.999964,66.540741,911.035461,27.852880,79.857552,937.220398,27.598774,82.734222,903.741394,23.371973,69.731140,914.461853,49.501522,41.044979,919.622498,21.308031,59.335815,880.130981,17.484087
99,0.825000,-0.007011,-0.001025,0.005626,-0.999959,66.609276,911.009644,27.839144,79.895500,937.210632,27.639799,82.808540,903.745178,23.331158,69.808632,914.387939,49.494026,41.099651,919.582642,21.330038,59.434071,880.121765,17.400694
100,0.833333,-0.007223,-0.000724,0.005000,-0.999961,66.594818,911.048767,27.855658,79.848434,937.266357,27.675497,82.805901,903.806396,23.354568,69.776665,914.421875,49.513916,41.078499,919.592651,21.334490,59.464596,880.156311,17.399805
101,0.841667,-0.006263,-0.000083,0.005724,-0.999964,66.551880,911.054382,27.864857,79.843910,937.252197,27.650959,82.758049,903.779724,23.398199,69.711334,914.464600,49.520580,41.056282,919.622803,21.295029,59.389820,880.152222,17.459505
102,0.850000,-0.006693,-0.000829,0.005432,-0.999963,66.569664,911.013306,27.817375,79.845833,937.219238,27.606546,82.773506,903.752197,23.320374,69.759209,914.406616,49.471352,41.059277,919.572266,21.292803,59.410496,880.115967,17.395794
103,0.858333,-0.006554,-0.000109,0.005386,-0.999964,66.588516,911.056702,27.852203,79.862823,937.263672,27.652962,82.799393,903.795654,23.380583,69.746643,914.456421,49.509769,41.086842,919.611694,21.288513,59.446869,880.155823,17.429184
104,0.866667,-0.006416,0.000229,0.005386,-0.999965,66.581589,911.065491,27.856947,79.856140,937.272400,27.659330,82.795456,903.803162,23.398310,69.725113,914.471313,49.515686,41.084385,919.618774,21.273640,59.446865,880.161743,17.437763
105,0.875000,-0.005844,-0.000304,0.006227,-0.999964,66.531647,911.040039,27.864309,79.849846,937.224365,27.622513,82.728477,903.745483,23.396406,69.704323,914.465210,49.515747,41.041687,919.628540,21.298849,59.333878,880.136475,17.488022
106,0.883333,-0.005714,-0.000681,0.006119,-0.999965,66.546661,911.044189,27.858881,79.858902,937.231384,27.600300,82.741737,903.752014,23.380615,69.734947,914.475586,49.507038,41.049858,919.625427,21.310474,59.347881,880.136292,17.495968
107,0.891667,-0.006418,0.000384,0.005672,-0.999963,66.565147,911.040710,27.854126,79.854797,937.239929,27.660612,82.776207,903.769104,23.400425,69.704010,914.444702,49.513840,41.074867,919.608643,21.263044,59.415871,880.141052,17.432705
108,0.900000,-0.007308,-0.001389,0.005727,-0.999956,66.586029,911.018738,27.824764,79.877281,937.217163,27.631447,82.780586,903.753784,23.300667,69.801781,914.383362,49.479336,41.073376,919.600647,21.339319,59.397148,880.138489,17.373045
109,0.908333,-0.006911,-0.000778,0.005716,-0.999959,66.568413,911.019226,27.818840,79.859535,937.217651,27.620703,82.768562,903.750854,23.320293,69.757744,914.401245,49.474606,41.063560,919.595520,21.295456,59.392673,880.130554,17.383139
110,0.916667,-0.006496,-0.000502,0.005753,-0.999962,66.558113,911.049744,27.838009,79.851364,937.246948,27.625340,82.760155,903.776367,23.354385,69.735847,914.449585,49.492691,41.057507,919.622620,21.293522,59.385708,880.152893,17.424097
111,0.925000,-0.006126,-0.000417,0.005994,-0.999963,66.569839,911.050171,27.868338,79.875786,937.240845,27.638388,82.769096,903.765686,23.392757,69.745697,914.464600,49.521008,41.074432,919.630554,21.313330,59.384205,880.149109,17.476198
112,0.933333,-0.006142,0.000866,0.005275,-0.999967,66.574738,911.069641,27.883327,79.843925,937.279236,27.688046,82.795815,903.808228,23.449366,69.689957,914.488159,49.544155,41.084110,919.613770,21.262817,59.459881,880.158569,17.472240
113,0.941667,-0.006566,-0.000410,0.005768,-0.999962,66.547440,911.044861,27.831627,79.841530,937.241760,27.625046,82.750092,903.771606,23.349983,69.721283,914.441589,49.487373,41.048290,919.619385,21.283625,59.376003,880.149658,17.412102
114,0.950000,-0.006253,-0.000643,0.005721,-0.999964,66.557785,911.027222,27.854553,79.849236,937.225220,27.625380,82.759041,903.752747,23.369843,69.741463,914.437744,49.506676,41.054737,919.595154,21.313173,59.384472,880.124817,17.457684
115,0.958333,-0.006523,0.000014,0.005344,-0.999964,66.539055,911.063416,27.859346,79.811234,937.271484,27.661732,82.751648,903.803467,23.392189,69.691551,914.464783,49.517479,41.038288,919.615906,21.288813,59.402569,880.161255,17.436512
116,0.966667,-0.007019,-0.001388,0.005634,-0.999959,66.585823,911.022705,27.831173,79.872200,937.223511,27.622736,82.781731,903.758118,23.311287,69.800919,914.400452,49.483799,41.071579,919.596130,21.340750,59.402699,880.135132,17.397285
117,0.975000,-0.006807,-0.000825,0.005572,-0.999961,66.595673,911.014465,27.817619,79.879173,937.216675,27.612816,82.797516,903.749817,23.319088,69.786018,914.401978,49.472389,41.087730,919.582031,21.294804,59.427944,880.121460,17.388996
118,0.983333,-0.007173,-0.001543,0.005718,-0.999957,66.582268,911.017822,27.823444,79.872925,937.216431,27.618961,82.775574,903.751953,23.296303,69.804642,914.388367,49.476109,41.067440,919.597534,21.343571,59.390785,880.134644,17.382269
119,0.991667,-0.006837,-0.000808,0.005653,-0.999960,66.576050,911.029297,27.824169,79.863831,937.229370,27.621374,82.776848,903.762268,23.325747,69.766212,914.414917,49.479248,41.069725,919.601440,21.301012,59.403622,880.138123,17.393459
120,1.000000,-0.006823,-0.000430,0.005710,-0.999960,66.574966,911.030212,27.829435,79.866020,937.228760,27.635841,82.778290,903.761169,23.343445,69.749229,914.416199,49.486801,41.074589,919.605225,21.286800,59.406723,880.139587,17.394279
121,1.008333,-0.006628,-0.000848,0.005735,-0.999961,66.563133,911.015259,27.822994,79.855194,937.213135,27.608168,82.762360,903.743774,23.326218,69.755707,914.409424,49.476387,41.057663,919.588867,21.298439,59.384762,880.120911,17.405748
122,1.016667,-0.006812,-0.000816,0.005599,-0.999961,66.561508,911.027832,27.820637,79.846436,937.229370,27.616337,82.763023,903.762390,23.322311,69.751656,914.414917,49.475498,41.054142,919.596924,21.297470,59.392273,880.135437,17.391563
123,1.025000,-0.006827,-0.000883,0.005720,-0.999960,66.567474,911.016235,27.818190,79.858704,937.214539,27.612904,82.766632,903.747009,23.317455,69.761368,914.401917,49.472721,41.061306,919.591675,21.298723,59.389366,880.125793,17.389135
124,1.033333,-0.007067,-0.001481,0.005675,-0.999958,66.590637,911.016541,27.829571,79.879059,937.216309,27.621162,82.785126,903.751099,23.305983,69.810028,914.391907,49.481922,41.075871,919.592590,21.344704,59.403107,880.130493,17.394072
125,1.041667,-0.007043,-0.002259,0.005653,-0.999957,66.603127,911.010315,27.757906,79.889748,937.210815,27.527821,82.790947,903.745605,23.209377,69.856041,914.386719,49.405087,41.077816,919.584778,21.312460,59.401073,880.123474,17.334774
126,1.050000,-0.006789,-0.000074,0.005330,-0.999963,66.591934,911.038574,27.845053,79.863319,937.247070,27.659079,82.803963,903.781433,23.371218,69.748093,914.428528,49.504444,41.089775,919.593811,21.283501,59.454525,880.141785,17.407015
127,1.058333,-0.007179,-0.001389,0.005772,-0.999957,66.589638,911.013184,27.829391,79.883209,937.210388,27.629261,82.783539,903.745605,23.307169,69.805702,914.383179,49.483082,41.077736,919.595642,21.341742,59.398006,880.130859,17.385695
128,1.066667,-0.006269,0.000153,0.005615,-0.999965,66.582771,911.048157,27.872240,79.869301,937.248901,27.664864,82.792610,903.777039,23.413185,69.731247,914.458862,49.529491,41.088455,919.611206,21.290424,59.432243,880.144592,17.463224
129,1.075000,-0.007106,-0.000795,0.005369,-0.999960,66.556183,911.030701,27.822412,79.829086,937.238464,27.634197,82.761261,903.775330,23.320601,69.743729,914.406494,49.479416,41.045212,919.591919,21.303045,59.401646,880.141113,17.374794
130,1.083333,-0.006404,0.000249,0.005344,-0.999965,66.583069,911.060669,27.858355,79.855453,937.268616,27.660639,82.797714,903.799561,23.400539,69.725441,914.467285,49.517139,41.085423,919.611694,21.273817,59.451317,880.156128,17.439627
131,1.091667,-0.006663,-0.000752,0.005529,-0.999962,66.572464,911.023315,27.825748,79.853760,937.226624,27.615322,82.775574,903.758789,23.331661,69.759377,914.417297,49.480000,41.064739,919.586853,21.296768,59.408875,880.126770,17.404987
132,1.100000,-0.006534,-0.001760,0.005555,-0.999962,66.631721,911.035950,27.786760,79.913559,937.238708,27.543070,82.825455,903.769653,23.261770,69.862457,914.435120,49.433697,41.111198,919.598877,21.307159,59.445942,880.137085,17.388094
133,1.108333,-0.006643,-0.000008,0.005265,-0.999964,66.595078,911.050049,27.850466,79.863121,937.260193,27.658543,82.808617,903.793640,23.380878,69.747971,914.446716,49.509274,41.092686,919.600098,21.283070,59.462997,880.149231,17.420557
134,1.116667,-0.006042,0.000196,0.005548,-0.999966,66.574577,911.060852,27.878223,79.857597,937.263245,27.660074,82.785767,903.789917,23.423843,69.720764,914.481812,49.534187,41.079674,919.617493,21.290363,59.429096,880.151611,17.482641
135,1.125000,-0.006145,-0.001188,0.006149,-0.999962,66.549431,911.024475,27.840551,79.862846,937.211182,27.591307,82.739571,903.735291,23.339605,69.759743,914.436829,49.488457,41.046501,919.612793,21.325342,59.338482,880.125977,17.458036
136,1.133333,-0.007057,-0.001486,0.005596,-0.999958,66.589127,911.019836,27.827642,79.873413,937.221680,27.618607,82.784714,903.756836,23.304026,69.808205,914.396240,49.479893,41.072941,919.591797,21.342878,59.406364,880.132507,17.392799
137,1.141667,-0.006451,-0.000052,0.005756,-0.999963,66.548393,911.050232,27.847441,79.842148,937.247314,27.644205,82.754364,903.776306,23.379068,69.706718,914.452148,49.504646,41.053772,919.622864,21.279230,59.384960,880.152527,17.430046
138,1.150000,-0.006029,0.000218,0.005686,-0.999966,66.551086,911.059753,27.864626,79.841370,937.258423,27.646353,82.760452,903.784241,23.411106,69.697319,914.480408,49.520630,41.058826,919.623230,21.275486,59.397480,880.152222,17.469540
139,1.158333,-0.006210,-0.001251,0.006150,-0.999961,66.592232,911.021423,27.867359,79.905663,937.208130,27.619896,82.781807,903.732849,23.363453,69.805237,914.430969,49.515316,41.088512,919.610596,21.356438,59.379951,880.124329,17.481688
140,1.166667,-0.005566,-0.000318,0.006110,-0.999966,66.532349,911.037415,27.870626,79.844429,937.224670,27.613846,82.730759,903.744080,23.406290,69.704887,914.475342,49.520061,41.040188,919.616272,21.301165,59.341492,880.126343,17.511766
141,1.175000,-0.006013,-0.000395,0.005871,-0.999965,66.567261,911.050659,27.869207,79.866737,937.244568,27.633938,82.768517,903.769165,23.395967,69.741341,914.470703,49.521248,41.070023,919.623169,21.311169,59.389717,880.145508,17.483711
142,1.183333,-0.006808,-0.000117,0.005377,-0.999962,66.619446,911.028442,27.838808,79.893288,937.235718,27.652706,82.830399,903.769958,23.363279,69.777809,914.417236,49.498058,41.117527,919.586365,21.279804,59.478210,880.132751,17.400179
143,1.191667,-0.006739,-0.000387,0.005382,-0.999963,66.531868,911.053345,27.854820,79.805740,937.260559,27.657991,82.740356,903.794189,23.371515,69.701958,914.445068,49.511898,41.026459,919.610474,21.308441,59.384834,880.156250,17.424246
144,1.200000,-0.006421,0.000094,0.005839,-0.999962,66.531693,911.052307,27.849339,79.829895,937.247070,27.648386,82.737762,903.775330,23.386143,69.684265,914.454956,49.507256,41.040428,919.628662,21.273163,59.366142,880.155090,17.431740
145,1.208333,-0.006078,-0.001049,0.006192,-0.999962,66.542381,911.020508,27.842184,79.858170,937.206055,27.593039,82.733124,903.729309,23.346724,69.746994,914.435547,49.490509,41.042015,919.610168,21.318733,59.331600,880.121277,17.461908
146,1.216667,-0.006951,-0.002357,0.005633,-0.999957,66.606400,911.020691,27.759470,79.891907,937.221619,27.521967,82.793640,903.755798,23.209106,69.863426,914.401245,49.405388,41.079479,919.592834,21.317448,59.403572,880.131653,17.343428
147,1.225000,-0.006668,-0.000297,0.005544,-0.999962,66.585526,911.028259,27.834900,79.867966,937.231140,27.636700,82.792442,903.763184,23.355499,69.752876,914.422058,49.492062,41.084057,919.592773,21.282785,59.430283,880.132019,17.407450
148,1.233333,-0.005663,-0.000356,0.005829,-0.999967,66.574104,911.041626,27.878372,79.871399,937.236511,27.625713,82.776291,903.758362,23.411436,69.746284,914.477112,49.528240,41.076630,919.607422,21.312437,59.399914,880.128540,17.514023
149,1.241667,-0.006096,-0.001080,0.006124,-0.999962,66.557243,911.023865,27.844854,79.869438,937.211182,27.595884,82.748703,903.735046,23.348118,69.762726,914.438538,49.493111,41.055302,919.610291,21.323301,59.350040,880.124023,17.463844
150,1.250000,-0.007141,-0.002234,0.005294,-0.999958,66.604614,911.030212,27.770536,79.872498,937.240234,27.546345,82.797897,903.778015,23.221512,69.853882,914.404724,49.418560,41.073547,919.587585,21.325310,59.425270,880.140320,17.340940
151,1.258333,-0.005786,-0.000418,0.005894,-0.999966,66.572472,911.035767,27.872478,79.873161,937.228943,27.624647,82.773163,903.751404,23.401772,69.747749,914.465576,49.522800,41.075317,919.606506,21.311768,59.392975,880.126160,17.501394
152,1.266667,-0.006693,-0.000389,0.005563,-0.999962,66.591255,911.023376,27.833742,79.874611,937.225769,27.634409,82.797081,903.757935,23.350985,69.762726,914.415894,49.490490,41.088894,919.589172,21.286768,59.432957,880.127930,17.406057
153,1.275000,-0.006798,-0.000781,0.005623,-0.999961,66.573593,911.023560,27.821196,79.859833,937.224426,27.617092,82.775063,903.757141,23.324188,69.762413,914.411072,49.476177,41.067101,919.593689,21.296036,59.403545,880.131165,17.392479
154,1.283333,-0.006950,-0.000724,0.005195,-0.999962,66.564644,911.027466,27.827652,79.828484,937.239746,27.633097,82.772865,903.776367,23.330410,69.747948,914.411194,49.484043,41.051628,919.577759,21.301992,59.422291,880.132141,17.388706
155,1.291667,-0.006768,-0.002198,0.005515,-0.999960,66.612793,911.011597,27.767242,79.892220,937.215576,27.524357,82.803177,903.748840,23.224680,69.862144,914.400818,49.412960,41.085899,919.575378,21.313976,59.420536,880.117065,17.360233
156,1.300000,-0.006878,-0.000728,0.005246,-0.999962,66.620026,911.036072,27.857956,79.886520,937.246948,27.659529,82.827477,903.782654,23.361618,69.803848,914.422546,49.513836,41.107815,919.588013,21.331280,59.474457,880.139954,17.423504
157,1.308333,-0.007127,-0.000770,0.005406,-0.999960,66.552574,911.031616,27.824049,79.827431,937.238403,27.637571,82.757332,903.775208,23.322735,69.739296,914.406250,49.481346,41.042553,919.594971,21.303782,59.396259,880.143005,17.374800
158,1.316667,-0.006009,-0.000058,0.005633,-0.999966,66.564316,911.054382,27.875267,79.851616,937.254578,27.648710,82.772018,903.780396,23.413090,69.722099,914.476135,49.529415,41.067490,919.614868,21.299850,59.408360,880.145691,17.485262
159,1.325000,-0.006266,-0.001185,0.006228,-0.999960,66.543167,911.020630,27.834719,79.860718,937.205261,27.591887,82.732193,903.730042,23.332129,69.753868,914.427307,49.483463,41.041641,919.614502,21.321405,59.327423,880.125854,17.444700
160,1.333333,-0.005431,-0.000771,0.006200,-0.999966,66.542465,911.036926,27.863823,79.858841,937.221802,27.588013,82.735535,903.739624,23.386675,69.735306,914.479980,49.509445,41.045822,919.618469,21.315298,59.336819,880.124390,17.519672
161,1.341667,-0.007112,-0.002440,0.005677,-0.999956,66.609474,911.013184,27.764675,79.897240,937.213074,27.533485,82.795319,903.748352,23.209305,69.870331,914.386475,49.411160,41.082245,919.589722,21.329613,59.402229,880.128174,17.339800
162,1.350000,-0.006459,0.000719,0.004970,-0.999967,66.566742,911.076782,27.878923,79.819847,937.294617,27.696478,82.790985,903.828125,23.435694,69.686096,914.483398,49.541027,41.068993,919.609558,21.271164,59.467789,880.167969,17.450251
163,1.358333,-0.006504,-0.000496,0.004991,-0.999966,66.596497,911.077576,27.836203,79.849792,937.295105,27.624237,82.809700,903.828979,23.352819,69.768570,914.481873,49.491009,41.082981,919.611633,21.291294,59.471420,880.169983,17.421644
164,1.366667,-0.006759,-0.000084,0.005319,-0.999963,66.587929,911.041626,27.841370,79.858772,937.250427,27.653580,82.800026,903.784546,23.367649,69.744446,914.432861,49.500504,41.085476,919.595886,21.279806,59.450962,880.144043,17.405310
165,1.375000,-0.006548,0.000007,0.005812,-0.999962,66.549545,911.041199,27.843102,79.846260,937.236816,27.646517,82.755241,903.766296,23.375263,69.705658,914.438538,49.501339,41.056679,919.617920,21.273497,59.383907,880.146240,17.418880
166,1.383333,-0.006619,-0.000777,0.005353,-0.999963,66.609482,911.037598,27.866068,79.881538,937.245605,27.652674,82.814919,903.778381,23.371826,69.796257,914.434692,49.519859,41.098423,919.591614,21.337582,59.456257,880.137634,17.448385
167,1.391667,-0.006176,-0.001003,0.006217,-0.999961,66.550484,911.017334,27.839170,79.867615,937.202209,27.596407,82.741280,903.726196,23.343792,69.753250,914.427979,49.488464,41.051167,919.609558,21.315023,59.339119,880.120544,17.452162
168,1.400000,-0.006211,0.000489,0.005524,-0.999965,66.572296,911.082520,27.889938,79.854294,937.285522,27.688343,82.786415,903.813782,23.442644,69.705620,914.496338,49.548889,41.080883,919.640198,21.289978,59.434261,880.176453,17.479834
169,1.408333,-0.006422,-0.000301,0.005647,-0.999963,66.563293,911.043091,27.858297,79.851135,937.243103,27.647017,82.768661,903.772461,23.382305,69.731583,914.446899,49.513748,41.063519,919.609680,21.302238,59.401562,880.143188,17.446178
170,1.416667,-0.006288,-0.000378,0.005262,-0.999966,66.606735,911.057739,27.824532,79.874359,937.267883,27.604246,82.817032,903.798340,23.348038,69.775673,914.469727,49.478592,41.099388,919.602844,21.270033,59.467239,880.149475,17.421745
171,1.425000,-0.006190,-0.001227,0.006121,-0.999961,66.596054,911.019958,27.867718,79.907959,937.207458,27.619823,82.786270,903.732178,23.364885,69.807823,914.430603,49.515686,41.092144,919.607422,21.355221,59.386086,880.122070,17.482964
172,1.433333,-0.006700,-0.000135,0.005260,-0.999964,66.594032,911.044495,27.846275,79.861732,937.254822,27.654024,82.806526,903.788818,23.371752,69.752357,914.438721,49.504681,41.089886,919.594971,21.286308,59.459675,880.144836,17.414600
173,1.441667,-0.006818,-0.000081,0.005585,-0.999961,66.591278,911.050964,27.847229,79.876022,937.252747,27.662588,82.799522,903.785828,23.372698,69.749519,914.437988,49.506767,41.093372,919.619568,21.286596,59.437954,880.158447,17.407480
174,1.450000,-0.006949,-0.002300,0.005580,-0.999958,66.606956,911.017761,27.757971,79.889748,937.220154,27.521904,82.795471,903.754517,23.209490,69.861137,914.398743,49.404255,41.079880,919.587280,21.312990,59.408554,880.127991,17.341204
175,1.458333,-0.007213,-0.000695,0.004997,-0.999961,66.605919,911.046448,27.857555,79.859398,937.264099,27.677612,82.817299,903.804077,23.357534,69.786514,914.419983,49.515926,41.089931,919.590027,21.334763,59.476460,880.153748,17.401930
176,1.466667,-0.007138,-0.001380,0.005787,-0.999957,66.587692,911.020691,27.828039,79.882072,937.217468,27.626032,82.781448,903.752197,23.306673,69.803490,914.392334,49.481518,41.076160,919.603455,21.339266,59.395298,880.137756,17.386702
177,1.475000,-0.006266,0.000801,0.004985,-0.999968,66.571022,911.089111,27.886955,79.824974,937.306458,27.696535,82.795746,903.838257,23.449127,69.687004,914.503967,49.548237,41.074600,919.620178,21.271811,59.472775,880.176514,17.469055
178,1.483333,-0.007032,-0.001246,0.004953,-0.999962,66.628868,911.053528,27.798853,79.879601,937.272400,27.594969,82.835976,903.811096,23.283546,69.833000,914.435120,49.452503,41.104881,919.592407,21.301151,59.490879,880.156433,17.362091
179,1.491667,-0.006135,-0.000648,0.005645,-0.999965,66.561234,911.031311,27.859907,79.848679,937.231323,27.624435,82.763550,903.758301,23.376749,69.744606,914.447449,49.511196,41.056808,919.593872,21.316761,59.392544,880.125427,17.470383
